0 0 250 0.323059870967742 0 0 0
1 1 750 0.353362256281407 1 1 1
2 2 1250 0.239887327777778 2 2 2
3 3 1750 0.253630531400966 3 3 3
4 4 2250 0.232195452173913 4 4 4
5 5 2750 0.193350427027027 5 5 5
6 6 3250 0.246295966183575 6 6 6
7 7 3750 0.177945747368421 7 7 7
8 8 4250 0.212167051428571 8 8 8
9 9 4750 0.213027547619048 9 9 9
10 10 5250 0.165282505208333 10 10 10
11 11 5750 0.181098276595745 11 11 11
12 12 6250 0.144244069148936 12 12 12
13 13 6750 0.165753212435233 13 13 13
14 14 7250 0.161802004950495 14 14 14
15 15 7750 0.130238039548023 15 15 15
16 16 8250 0.167822737373737 16 16 16
17 17 8750 0.129289908108108 17 17 17
18 18 9250 0.113336852272727 18 18 18
19 19 9750 0.117982668478261 19 19 19
20 20 10250 0.115332235294118 20 20 20
21 21 10750 0.122533048543689 21 21 21
22 22 11250 0.098933921182266 22 22 22
23 23 11750 0.123912773480663 23 23 23
24 24 12250 0.111854888888889 24 24 24
25 25 12750 0.116832840909091 25 25 25
26 26 13250 0.102048635869565 26 26 26
27 27 13750 0.115397312169312 27 27 27
28 28 14250 0.107782345238095 28 28 28
29 29 14750 0.0955471944444444 29 29 29
30 30 15250 0.0964058076923077 30 30 30
31 31 15750 0.102735328638498 31 31 31
32 32 16250 0.109755696969697 32 32 32
33 33 16750 0.0940173168316832 33 33 33
34 34 17250 0.0932296448087432 34 34 34
35 35 17750 0.112652196808511 35 35 35
36 36 18250 0.0999525722222222 36 36 36
37 37 18750 0.0955463431952663 37 37 37
38 38 19250 0.0876681 38 38 38
39 39 19750 0.106223632978723 39 39 39
40 40 20250 0.0869497976878613 40 40 40
41 41 20750 0.0926943181818182 41 41 41
42 42 21250 0.0911241554404145 42 42 42
43 43 21750 0.0953793455497382 43 43 43
44 44 22250 0.104629448863636 44 44 44
45 45 22750 0.0967879548022599 45 45 45
46 46 23250 0.0917041923076923 46 46 46
47 47 23750 0.0804927368421053 47 47 47
48 48 24250 0.0863455606936416 48 48 48
49 49 24750 0.0818224639175258 49 49 49
50 50 25250 0.0709162685714286 50 50 50
51 51 25750 0.109923495049505 51 51 51
52 52 26250 0.091039950617284 52 52 52
53 53 26750 0.100192038461538 53 53 53
54 54 27250 0.0868928549222798 54 54 54
55 55 27750 0.0944731573033708 55 55 55
56 56 28250 0.0832438858695652 56 56 56
57 57 28750 0.0875511034482759 57 57 57
58 58 29250 0.0954031923076923 58 58 58
59 59 29750 0.0886424427860697 59 59 59
60 60 30250 0.0730092108108108 60 60 60
61 61 30750 0.0944655696969697 61 61 61
62 62 31250 0.0867079281437126 62 62 62
63 63 31750 0.0793008036809816 63 63 63
64 64 32250 0.0855573904761905 64 64 64
65 65 32750 0.0797424032258064 65 65 65
66 66 33250 0.0715838793969849 66 66 66
67 67 33750 0.0892352613065327 67 67 67
68 68 34250 0.0744274350282486 68 68 68
69 69 34750 0.0864394630541872 69 69 69
70 70 35250 0.0900901094527363 70 70 70
71 71 35750 0.0794457783505155 71 71 71
72 72 36250 0.0794164545454545 72 72 72
73 73 36750 0.0877811602209945 73 73 73
74 74 37250 0.087237595959596 74 74 74
75 75 37750 0.0800046320754717 75 75 75
76 76 38250 0.0674243636363636 76 76 76
77 77 38750 0.0777708867924528 77 77 77
78 78 39250 0.0649630182926829 78 78 78
79 79 39750 0.0618078587570621 79 79 79
80 80 40250 0.0872439437229437 80 80 80
81 81 40750 0.0742605454545455 81 81 81
82 82 41250 0.0709912240437158 82 82 82
83 83 41750 0.0911763430232558 83 83 83
84 84 42250 0.0750243043478261 84 84 84
85 85 42750 0.0659496649484536 85 85 85
86 86 43250 0.0686369505494506 86 86 86
87 87 43750 0.0831329015544041 87 87 87
88 88 44250 0.0688796368159204 88 88 88
89 89 44750 0.0665190752688172 89 89 89
90 90 45250 0.0746258894736842 90 90 90
91 91 45750 0.065593481865285 91 91 91
92 92 46250 0.0650331379310345 92 92 92
93 93 46750 0.0582888095238095 93 93 93
94 94 47250 0.0812959950980392 94 94 94
95 95 47750 0.0786953446327684 95 95 95
96 96 48250 0.0717679085714286 96 96 96
97 97 48750 0.0878942142857143 97 97 97
98 98 49250 0.073308773006135 98 98 98
99 99 49750 0.0771627579617834 99 99 99
100 100 50250 0.0762935111111111 100 100 100
101 101 50750 0.0697769117647059 101 101 101
102 102 51250 0.067994454054054 102 102 102
103 103 51750 0.0892832157894737 103 103 103
104 104 52250 0.0638656157894737 104 104 104
105 105 52750 0.0634947719298246 105 105 105
106 106 53250 0.0667872128712871 106 106 106
107 107 53750 0.0626201443850267 107 107 107
108 108 54250 0.0850143597560976 108 108 108
109 109 54750 0.0791649274611399 109 109 109
110 110 55250 0.0694187301587302 110 110 110
111 111 55750 0.0727004636871508 111 111 111
112 112 56250 0.0812273941176471 112 112 112
113 113 56750 0.0705737979274611 113 113 113
114 114 57250 0.0699749763313609 114 114 114
115 115 57750 0.075332 115 115 115
116 116 58250 0.0704961491712707 116 116 116
117 117 58750 0.0678071785714286 117 117 117
118 118 59250 0.0726626903553299 118 118 118
119 119 59750 0.0711614636871508 119 119 119
120 120 60250 0.0818878982035928 120 120 120
121 121 60750 0.0724951118012422 121 121 121
122 122 61250 0.0655883684210526 122 122 122
123 123 61750 0.0677005402298851 123 123 123
124 124 62250 0.0576107323232323 124 124 124
125 125 62750 0.0676465208333333 125 125 125
126 126 63250 0.0706795421052632 126 126 126
127 127 63750 0.0636328702702703 127 127 127
128 128 64250 0.0635600864197531 128 128 128
129 129 64750 0.0731455 129 129 129
130 130 65250 0.0807513544303797 130 130 130
131 131 65750 0.069733625 131 131 131
132 132 66250 0.0671075059523809 132 132 132
133 133 66750 0.0678714638554217 133 133 133
134 134 67250 0.0678018630952381 134 134 134
135 135 67750 0.0744723615819209 135 135 135
136 136 68250 0.0653796413043478 136 136 136
137 137 68750 0.0560645868263473 137 137 137
138 138 69250 0.0611045526315789 138 138 138
139 139 69750 0.0541359090909091 139 139 139
140 140 70250 0.0663041052631579 140 140 140
141 141 70750 0.0743955748792271 141 141 141
142 142 71250 0.0612035057471264 142 142 142
143 143 71750 0.0624848795811518 143 143 143
144 144 72250 0.0644739657142857 144 144 144
145 145 72750 0.0665206630434783 145 145 145
146 146 73250 0.055082612716763 146 146 146
147 147 73750 0.0673011542857143 147 147 147
148 148 74250 0.0815997932960894 148 148 148
149 149 74750 0.0552748527607362 149 149 149
150 150 75250 0.063484087431694 150 150 150
151 151 75750 0.0620001675675676 151 151 151
152 152 76250 0.0662320663507109 152 152 152
153 153 76750 0.0699448539325843 153 153 153
154 154 77250 0.0625030408163265 154 154 154
155 155 77750 0.0531309738219895 155 155 155
156 156 78250 0.0616554662921348 156 156 156
157 157 78750 0.0607130112359551 157 157 157
158 158 79250 0.0621177608695652 158 158 158
159 159 79750 0.062195693877551 159 159 159
160 160 80250 0.0632749150326797 160 160 160
161 161 80750 0.0699109246575342 161 161 161
162 162 81250 0.0613077588235294 162 162 162
163 163 81750 0.0683653942857143 163 163 163
164 164 82250 0.0636944444444444 164 164 164
165 165 82750 0.0504369649122807 165 165 165
166 166 83250 0.0627481793478261 166 166 166
167 167 83750 0.0772782888888889 167 167 167
168 168 84250 0.058037 168 168 168
169 169 84750 0.0661703882352941 169 169 169
170 170 85250 0.0690815431472081 170 170 170
